379;Austria;AT 1030;postcode;48.1936435;16.3962864
380;Liechtenstein;FL 9494;postcode;47.1628333;9.5058403
381;Germany;DE 38126;postcode;52.2229831;10.5704541
382;Austria;AT 6863;postcode;47.4291067;9.8751059
383;Poland;PL 63-100;postcode;52.0739884;17.0141271
384;Sweden;SE 21124;postcode;55.6200137;13.0355683
385;The Netherlands;NL 2132MR;road;52.3104607;4.7599085
386;France;FR 59510;postcode;50.6598402;3.1841971
387;Germany;DE 45145;postcode;51.4481047;6.9654707
388;The Netherlands;NL 4104AJ;postcode;51.9429636;5.20499
389;Russia;RU 141055;postcode;56.05;37.4833
390;Norway;NO 668;county;62.7302621;6.9328585
391;Germany;DE 22926;postcode;53.6522739;10.2533034
392;Germany;DE 94133;postcode;48.7533876;13.5156155
393;Germany;DE D-94157;postcode;48.781709;13.4440525
394;Austria;AT 1070;postcode;48.2052507;16.348909
395;Austria;AT A-1060;postcode;48.1952387;16.3507309
396;The Netherlands;NL 3705LZ;building;52.1042753;5.2588481
397;Sweden;SE 13650;postcode;59.1468786;18.1100293
398;Sweden;SE S-35593;neighbourhood;56.7441631;15.267289
399;The Netherlands;NL 1704SV;postcode;52.6918391;4.8359988
400;Netherlands;NL 3439;county;52.0292;5.0806
401;Austria;AT A-1110;postcode;48.1670715;16.4272768
402;Germany;DE 65451;postcode;50.0595456;8.541088
403;Poland;PL 05-230;postcode;52.3405513;21.20405
404;Spain;ES 8403;restaurant;39.5079538;2.5315622
405;Poland;PL 75-900;postcode;54.1974116;16.1973573
406;Poland;PL 62-571;postcode;52.1609377;18.2321403
407;Czech Republic;CZ 25070;postcode;50.229794;14.4122662
408;Austria;AT 4540;postcode;48.0345599;14.2072668
409;Finland;FI 1640;bus_stop;60.2407853;24.8731352
410;Poland;PL 87-823;road;49.4199007;20.7258696
411;Poland;PL 05-090;postcode;52.1433531;20.9267029
412;Poland;PL 20-147;postcode;51.2689364;22.5735863
413;Poland;PL 80-298;postcode;54.3469955;18.4914894
414;Poland;PL 40-203;postcode;50.2623747;19.0420702
415;Poland;PL 61-285;postcode;52.3816712;16.9855043
416;France;FR 91130;postcode;48.6451967;2.4131777
417;France;DE 22525;city;48.7358807;1.3684254
418;Germany;DE 73730;postcode;48.7370669;9.3539453
419;Germany;DE 82205;postcode;48.1115859;11.27146
420;Germany;DE 84172;postcode;48.4557067;12.0238126
421;Germany;DE 85445;postcode;48.3377422;11.8183647
422;Poland;PL 53-332;postcode;51.0945821;17.0203565
423;Austria;AT 8055;postcode;47.0246944;15.4317984
424;Czechia;CZ 100008;country;49.8167003;15.4749544
425;Germany;DE 13509;postcode;52.5842683;13.2963127
426;Germany;DE 13591;postcode;52.5380287;13.1481382
427;Austria;AT 4702;postcode;48.2386677;13.9557615
428;France;FR 94381;country;46.603354;1.8883335
429;Austria;AT A-1030;postcode;48.1936435;16.3962864
430;Germany;DE D-90471;postcode;49.4014237;11.1256703
431;Poland;PL 32-060;postcode;50.0315242;19.7561425
432;Germany;DE D-22525;postcode;53.590035;9.9070303
433;Austria;AT 2620;postcode;47.7457524;16.021844
434;Germany;DE 33719;postcode;52.0238024;8.6157187
435;France;FR F-77500;postcode;48.8833545;2.588795
436;Germany;DE 76287;postcode;48.9913789;8.3298495
437;Austria;AT 6060;postcode;47.2810835;11.5054188
438;Austria;AT 8013;country;47.33333;13.33333
439;Czech Republic;CZ 10000;post_office;50.0763603;14.4925595
440;Germany;DE 14548;postcode;52.3503329;13.0134358
441;Poland;PL 41-506;postcode;50.2685893;18.937941
442;Germany;DE 40880;postcode;51.2899124;6.8206466
443;Germany;DE 14059;postcode;52.5187419;13.2827972
444;Norway;NO 1470;postcode;59.9375466;10.9538712
445;Switzerland;CH 5634;postcode;47.2601487;8.3767546
446;Austria;AT 5400;postcode;47.7220303;13.0646755
447;Germany;DE 64546;postcode;49.9816152;8.56393
448;Poland;PL 00-900;postcode;52.25;21.0
449;Poland;PL 02-672;postcode;52.1833284;21.0059703
450;Austria;AT 4820;postcode;47.720866;13.5851236
451;Germany;DE 38112;postcode;52.3024811;10.4370522
452;Germany;DE 59302;postcode;51.8791246;8.162623
453;Czech Republic;CZ 25090;postcode;50.1107488;14.7016098
454;Austria;AT 2203;postcode;48.3854226;16.4219803
455;Austria;AT 6854;postcode;47.4108128;9.7109561
456;United Kingdom;GB SN35HG;postcode;51.551194;-1.725769
457;United Kingdom;GB ME13AU;postcode;51.35889;0.495608
458;United Kingdom;GB WR38HR;postcode;52.21417;-2.199591
459;Austria;AT A-3100;neighbourhood;48.1953214;15.6206918
460;Germany;DE 28857;postcode;52.8809114;8.8567413
461;United Kingdom;GB SS143EU;postcode;51.589738;0.495335
